battery,model,optimizer,test_RMSE_mean,test_RMSE_std,test_RMSE_count,test_MAE_mean,test_MAE_std,test_R2_mean,test_R2_std,test_MAPE_mean,test_MAPE_std,hpo_time_mean,hpo_time_std,training_time_mean,training_time_std,inference_ms_mean,inference_ms_std,model_size_mb_mean,model_size_mb_std,hpo_peak_ram_delta_mb_mean,hpo_peak_ram_delta_mb_std,train_peak_ram_delta_mb_mean,train_peak_ram_delta_mb_std,RMSE_CI_lower,RMSE_CI_upper,baseline_RMSE_mean,RMSE_Improvement_pct,Pareto_Optimal_Battery,Pareto_Optimal_Overall,GreenAI_Score
B0005,XGBoost,WOA,0.017142256211879356,0.006927161156335264,20,0.015513310257214563,0.007114261627158766,-3.8378591347901883,6.0756440835334224,2.3655579705498964,1.0796445505595682,6.628066934971139,3.114682000691324,0.09787921996321529,0.05065791367300959,0.25236502988263965,0.068219130330369,0.20605688095092772,0.11986294810769454,7.2970703125,3.377521957224439,5.1044921875,3.0781648853927206,0.015482351849848572,0.02362153442260836,0.015307291818542812,-11.987518204322209,True,True,0.9810855386676267
B0006,LightGBM,Baseline,0.05306958881182157,0.0,20,0.04889343189284838,0.0,-7.256226465060108,0.0,8.410569809261927,0.0,0.0,0.0,0.015262780012562871,0.004548774924503547,0.502270006109029,0.13683036165325319,0.06752328872680664,1.6107306749270528e-06,0.0,0.0,0.01953125,0.0,,,0.05306958881182157,0.0,,,
B0006,LightGBM,Bayesian,0.04520301997055184,0.0034253541821225274,20,0.04037915305945434,0.003959632565616683,-5.022651279296522,0.9157693982345932,6.960946175383905,0.6701098621421103,123.12245813999326,81.27978600202057,0.08017062996514142,0.04842300141421991,0.5205624969676137,0.2761652530920253,0.47710118293762205,0.3594268564790058,253.9193359375,45.82622096016552,0.4634765625,0.7815514169779508,0.043788962461093914,0.046658999653626465,0.05306958881182157,14.823120015426625,False,False,0.6166628904133593
B0006,LightGBM,GA,0.052428867274566825,0.004088767501162541,20,0.04905016417278693,0.0045673595117978775,-7.104629675395872,1.2536216539428227,8.42443947487176,0.771966207199151,1.9122304250020534,0.7920916528917262,0.03459240498486906,0.013095817870939495,0.4404399776831269,0.1690251405766414,0.14088377952575684,0.07684646279368695,1.0978515625,0.09359117405678875,0.0166015625,0.00657010739361628,0.050539956691448444,0.05406852763640247,0.05306958881182157,1.2073233495866469,True,False,0.9192559485356165
B0006,LightGBM,GWO,0.04750783287444269,0.003022549886150363,20,0.04361349655870204,0.0038937639136018775,-5.6418248616307904,0.830214555216561,7.502452374047666,0.654019604057655,3.3425347949378192,2.820436591436638,0.06060998006723821,0.030964952809649112,0.5292975227348506,0.2762501140345175,0.2850323677062988,0.21471622925676243,1.2962890625,0.35624232402784817,0.06640625,0.22539327950981766,0.04611979584788609,0.048683148712856415,0.05306958881182157,10.480118768397094,True,True,0.952257314557053
B0006,LightGBM,PSO,0.044421324730249324,0.002049431041305259,20,0.039736363833446676,0.002597689520981259,-4.796294896576649,0.5323402121311831,6.850508802103617,0.43775803745155845,3.3912496350239962,1.9473927408846057,0.05908004506491125,0.03300851847292632,0.44990243623033166,0.13280012892287282,0.36421980857849123,0.23269012249863502,1.54609375,0.5620609466149592,0.187890625,0.37901517696370973,0.043521981003230105,0.04527506964879741,0.05306958881182157,16.296082700467036,True,True,0.9475300753703906
B0006,LightGBM,RandomSearch,0.053489161776513375,0.0030773783492361326,20,0.05043991303011983,0.0034222109856011872,-7.413665448173335,0.9741764063669781,8.657700791501517,0.5785872613726479,1.5812883750302718,0.9456139214658111,0.03518863504286855,0.017005757356635506,0.5015474860556424,0.26352469461434547,0.12595725059509277,0.06889144325443727,1.132421875,0.10297521393735524,0.1171875,0.30998421957527256,0.052236825155661595,0.05482911453684845,0.05306958881182157,-0.7906090363344651,True,True,0.9295627583492471
B0006,LightGBM,WOA,0.049447866294406326,0.007447637326777051,20,0.045383673635170145,0.008303324388245312,-6.322262219006687,2.4647274109446693,7.806518893877142,1.4037620468085745,2.9172776750288905,3.976778005715372,0.04931569998152554,0.07092326909414685,0.48745754174888134,0.28161868095480463,0.20219902992248534,0.244423273641414,1.2927734375,0.4124640879596597,0.305859375,0.598250693368209,0.047018691728661674,0.053786586753014655,0.05306958881182157,6.824478196462835,True,True,0.9492156286133137
B0006,RandomForest,Baseline,0.04054930215916004,0.0006364024492465255,20,0.036018646344119234,0.0008749384948348737,-3.821237598864368,0.15140250549301976,6.212617266182651,0.1462775690651721,0.0,0.0,0.1697080899262801,0.04089320051682971,6.109947559889406,2.3645928640150817,1.2599565505981445,0.004502189277594201,0.0,0.0,0.0203125,0.002718173335697107,0.040281279654722765,0.0408200754662515,0.04054930215916004,0.0,,,
B0006,RandomForest,Bayesian,0.04109523799539352,0.0008389441273699881,20,0.03634180209436927,0.000827459687009008,-3.952734676781803,0.20337839067819227,6.2699564824205805,0.14065249013490153,85.90620572494808,26.044283868216432,0.2376973249949515,0.17195806194485597,11.489130009431392,8.854285970916635,2.3794748306274416,1.9216862543111835,178.10234375,50.044046048417954,0.1763671875,0.33011924086027405,0.04077746409922593,0.041504151684419496,0.04054930215916004,-1.346350756150188,False,False,0.49263459077656935
